,name,artists:name,uri,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
3193,idfc,blackbear,spotify:track:6y6jbcPG4Yn3Du4moXaenr,245172,0.63,0.5,1,-8.755,0,0.0611,0.611,4.04e-05,0.114,0.315,144.871,4
3194,Same Love (feat. Mary Lambert),"Macklemore & Ryan Lewis, Mary Lambert",spotify:track:6IFa4RUo2iM5L33Hkx82lr,320034,0.56,0.475,8,-9.05,1,0.173,0.718,2.18e-05,0.0994,0.308,84.899,4
3195,All The Way Up (Remix),"Fat Joe, Remy Ma, JAY-Z, French Montana, InfaRed",spotify:track:2AYTGaclgKXACh13nJRVcV,284830,0.564,0.717,10,-6.403,0,0.397,0.097,0.0,0.493,0.423,117.489,5
3196,Drowning (feat. Kodak Black),"A Boogie Wit da Hoodie, Kodak Black",spotify:track:1f5cbQtDrykjarZVrShaDI,209269,0.839,0.81,5,-5.274,0,0.0568,0.501,0.0,0.117,0.814,129.014,4
3197,Enkelit,Cheek,spotify:track:6hAKGURpSwL2tvmfjnkWGr,201366,0.647,0.82,9,-5.312,0,0.0965,0.0112,0.0,0.169,0.397,95.081,4
3198,Että mitähän vittua - Vain elämää kausi 7,Kaija Koo,spotify:track:6TcTdyQcyUOliG2ntoEsGU,280813,0.328,0.357,7,-9.533,0,0.0329,0.792,1.09e-06,0.158,0.363,159.423,4
3199,Tunak Tunak Tun (Remix) (feat. Daler Mehndi),"Todiefor, Daler Mehndi",spotify:track:6kZPtpO12FBAgkK4Cf0v18,186000,0.683,0.915,10,-2.205,0,0.0967,0.026,0.019,0.111,0.574,160.0,4
3200,New Bibi-Hendl (Heimatsender-Mix),Takeo Ischi,spotify:track:70LmWcsIATDEceKxHkXadl,192000,0.729,0.977,9,-3.64,1,0.0413,0.129,0.0,0.277,0.972,133.019,4
3201,KahootGm,GraphicMuzik,spotify:track:4pCrnGAg1Gl48HN3yyhBl8,136646,0.804,0.864,8,-7.006,1,0.0722,0.0749,0.912,0.0917,0.878,131.323,4
3202,I Got You (I Feel Good),James Brown,spotify:track:0fSeUcydFyyPF2YJKfekkC,166360,0.597,0.501,7,-8.956,1,0.101,0.371,0.0,0.15,0.712,143.497,4
3203,Wii Turn Up (Wii Menu Remix),Murcy,spotify:track:59OkvZEB9zPsEa6fQL2LlZ,195515,0.906,0.578,11,-5.241,0,0.0628,0.0115,0.867,0.0626,0.507,114.157,1
3204,Fuck This Shit I'm Out,The Theme Song,spotify:track:2RYjte6fWX1JZRszMkOkD0,25260,0.758,0.687,7,-7.56,1,0.219,0.271,0.0,0.237,0.973,92.045,3
3205,Beans Greens Potatoes Tomatoes,Sirealz,spotify:track:47gXPXYA6qX5SnqqNEC6jL,132127,0.691,0.502,1,-8.635,1,0.122,0.0134,0.00294,0.0875,0.449,95.014,4
3206,Shooting Stars,Bag Raiders,spotify:track:0UeYCHOETPfai02uskjJ3x,235813,0.636,0.72,11,-6.195,1,0.0432,0.0893,0.0178,0.0868,0.425,124.944,4
3207,The Hampsterdance Song,Hampton The Hampster,spotify:track:5pP3RGiUtFVZlWotyJb9Ei,212866,0.729,0.93,6,-7.96,0,0.0405,0.145,0.338,0.92,0.965,136.014,4
3208,The Benny Hill Show,Charlie's Angels,spotify:track:0aeccCYNRjRw5YBOS6whEm,66746,0.734,0.915,8,-5.987,1,0.0779,0.381,0.894,0.289,0.654,126.871,4
3209,Friday,Rebecca Black,spotify:track:4fK6E2UywZTJIa5kWnCD6x,210025,0.684,0.889,8,-4.555,0,0.102,0.0307,2.57e-06,0.775,0.582,112.004,4
3210,Let's Get It On,Marvin Gaye,spotify:track:4WGENqnUmbv0Ml9NwXMlsD,290933,0.54,0.605,3,-10.629,1,0.0614,0.0459,1.71e-06,0.0745,0.629,166.91,4
3211,Mr. Sandman - 1954 #1 Billboard chart hit,The Chordettes,spotify:track:3zopUGxKy1Uz4cKtDGjZry,143133,0.623,0.315,9,-12.321,1,0.0475,0.709,0.0,0.0874,0.625,110.38,4
3212,Electric Zoo,Spongebob Squarepants,spotify:track:56KyV36puztkiJ62ca3D1t,35613,0.723,0.844,10,-8.684,0,0.0719,0.018,0.887,0.0341,1.0,164.92,4
3213,Rikkinäinen Prinsessa,Nikke Ankara,spotify:track:3whMjJiy2d7Uv80A6Kmljw,192488,0.538,0.878,11,-4.427,0,0.0644,0.057,0.0,0.295,0.661,183.998,4
3214,Sick Boy,The Chainsmokers,spotify:track:2IKZkwHI5zsZf70STuhvOX,193893,0.548,0.58,11,-7.524,0,0.121,0.104,0.0,0.127,0.462,180.066,4
3215,TEXAS (feat. JVG),"Haloo Helsinki!, JVG",spotify:track:5ULiEi3KOYP1l7h8VXAsBH,213464,0.664,0.928,0,-4.77,1,0.0928,0.0892,0.0,0.512,0.729,91.035,4
3216,Nyt on lähtö,Vesala,spotify:track:2tYDR0h6i8KuWDJoYPlyj0,217636,0.324,0.673,10,-5.703,0,0.0681,0.0145,7.32e-06,0.173,0.285,84.909,4
3217,Tulla Ja Mennä,Kasmir,spotify:track:4GBhm60xuhtU2a0L9S4wOS,229874,0.639,0.685,1,-6.966,0,0.07,0.0132,0.0,0.0766,0.687,123.101,4
3218,rockstar,"Post Malone, 21 Savage",spotify:track:2U7Hu2RaNQNRi7izoJyZaX,218320,0.578,0.532,5,-6.636,0,0.066,0.117,8.97e-05,0.143,0.12,159.784,4
3219,IDGAF,Dua Lipa,spotify:track:76cy1WJvNGJTj78UqeA5zr,217946,0.836,0.544,7,-5.975,1,0.0943,0.0403,0.0,0.0824,0.51,97.028,4
3220,Heaven,Julia Michaels,spotify:track:4QfNOZN7vrQCQKK1ZJ3XPb,191813,0.544,0.379,7,-9.113,0,0.0412,0.863,0.0,0.083,0.322,199.756,3
3221,Väärään suuntaan,Jenni Vartiainen,spotify:track:3hBHT6EFwiAABsMA1ZZBhf,271468,0.473,0.674,0,-8.178,1,0.0749,0.0754,0.0,0.119,0.0851,159.978,4
3222,Tsiigaa sun perää (feat. Raappana & Seksikäs-Suklaa),"Yksi Totuus, Raappana, Seksikäs-Suklaa",spotify:track:5UzPmB3EnktKPpILh42kfZ,185870,0.804,0.799,1,-3.26,0,0.197,0.353,4.74e-06,0.103,0.719,106.979,4
3223,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","Rudimental, Jess Glynne, Macklemore, Dan Caplen",spotify:track:5CLGzJsGqhCEECcpnFQA8x,210772,0.653,0.809,0,-4.057,1,0.0474,0.194,0.0,0.165,0.55,92.213,4
3224,So Far Away (feat. Jamie Scott & Romy Dya),"Martin Garrix, David Guetta, Jamie Scott, Romy Dya",spotify:track:0OlnLZY4cmQzT6ZGttvWBM,183636,0.526,0.52,6,-7.985,0,0.0569,0.435,0.0,0.197,0.13,149.119,4
3225,Capital Letters,"Hailee Steinfeld, BloodPop®",spotify:track:3towKHKVOXCCcL1fHv6xFO,219386,0.672,0.82,0,-5.473,1,0.0767,0.0342,6.67e-06,0.0921,0.463,100.069,4
3226,Monsters,Saara Aalto,spotify:track:0JGbU6NlewrskD138Wq04b,180586,0.581,0.731,0,-4.482,0,0.0387,0.0103,0.0,0.0602,0.272,121.931,4
3227,Does It Matter,Janieck,spotify:track:7FxidSR6IoL3qMRXxFJ8pd,208016,0.728,0.756,10,-6.167,0,0.0581,0.0158,0.0,0.11,0.292,126.02,4
3228,The Middle,"Zedd, Maren Morris, Grey",spotify:track:09IStsImFySgyp0pIQdqAc,184732,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,4
3229,Don Diba,Stig Dogg,spotify:track:17HaArSkarbzF5vBblXY1h,213466,0.791,0.822,2,-5.563,1,0.0847,0.0265,0.00281,0.275,0.384,109.97,4
3230,White Flag,Dido,spotify:track:4kbz7rHVbyjKasuuqelccQ,240040,0.512,0.525,5,-6.823,1,0.0401,0.327,3.3e-06,0.081,0.294,169.951,4
3231,Tämän kylän poikii,Pariisin Kevät,spotify:track:0pakiWeYJcqrqka4SAaqa6,214666,0.684,0.693,2,-7.962,1,0.0286,0.156,0.000307,0.0767,0.721,118.004,4
3232,Clocks,Coldplay,spotify:track:0BCPKOYdS2jbQ8iyB56Zns,307879,0.577,0.749,5,-7.215,0,0.0279,0.599,0.0115,0.183,0.255,130.97,4
3233,Double Vision,3OH!3,spotify:track:3o2ESAMet1zR1aASlzrIxO,190706,0.581,0.888,0,-3.198,1,0.0587,0.0018,0.0,0.413,0.629,120.041,4
3234,There for You,Bryan Rice,spotify:track:6E9aWZIw77puoe2NO4TL4s,225800,0.529,0.842,1,-3.822,1,0.0384,0.0883,0.0,0.103,0.482,117.058,4
3235,Don't Wanna Go Home,Jason Derulo,spotify:track:1r3myKmjWoOqRip99CmSj1,206080,0.671,0.808,2,-4.861,0,0.0652,0.02,0.0,0.134,0.637,121.956,4
3236,Wassup,"Logic, Big Sean",spotify:track:5KVciTEfXvpcFHR3RFbtJy,219480,0.777,0.57,1,-6.833,1,0.0472,0.0869,0.0,0.121,0.321,139.993,4
3237,Contra,Logic,spotify:track:7u90MSvVyEjL0c8icaE7jl,217146,0.804,0.823,8,-5.837,1,0.0488,0.104,0.0,0.2,0.616,126.007,4
3238,Everyday,"Logic, Marshmello",spotify:track:4EAV2cKiqKP5UPZmY6dejk,204746,0.667,0.741,1,-4.099,1,0.0378,0.0425,0.0,0.0761,0.422,149.908,4
3239,Pumped Up Kicks,Foster The People,spotify:track:7w87IxuO7BDcJ3YUqCyMTT,239600,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,4
3240,Ride,Twenty One Pilots,spotify:track:2Z8WuEywRWYTKe1NybPQEW,214506,0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,74.989,4
3241,SAD!,XXXTENTACION,spotify:track:35ieKju5aLWFN5UgfJ27mL,166568,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,4
3242,Sip A Lil (feat. Gucci Mane),"Tyga, Gucci Mane",spotify:track:6MPR32vGG1AaQMYOfqvyqx,278601,0.792,0.686,5,-5.599,1,0.0537,0.118,0.0,0.188,0.47,142.994,4
3243,Kuka mä oon sulle,"Ida Paul & Kalle Lindroth, Ida Paul, Kalle Lindroth",spotify:track:2ar6B69vBde0T2n7IGJcff,185150,0.735,0.62,5,-7.353,1,0.0445,0.396,0.0,0.118,0.536,90.045,4
3244,Anna Mun Elää,Töölön Ketterä,spotify:track:4Zsx4cCxvqivyMO6R7Fpb0,201014,0.748,0.874,0,-4.33,1,0.0508,0.00427,0.0,0.789,0.487,138.01,4
3245,Lihasmuistissa,SINI YASEMIN,spotify:track:1LVwSgLcGPCdlojTWmealI,209534,0.638,0.598,1,-6.436,0,0.034,0.101,3.11e-05,0.141,0.432,123.105,4
3246,"Top Off (feat. JAY Z, Future & Beyoncé)","DJ Khaled, JAY-Z, Future, Beyoncé",spotify:track:1W6wxOOYyJyyok8fqYSZ3m,230712,0.573,0.591,11,-6.715,0,0.331,0.0107,0.0,0.455,0.232,86.721,5
3247,Sun Vika,Evelina,spotify:track:33B8pusNWL0lfl6rm2n8je,190545,0.756,0.751,8,-5.6,0,0.0281,0.228,0.0,0.342,0.962,108.026,4
3248,Walls,Ruben,spotify:track:2qqeOOmXStFrGbxX3BQP6p,196166,0.622,0.653,8,-5.131,1,0.0424,0.0456,0.0,0.11,0.451,89.933,4
3249,Échame La Culpa,"Luis Fonsi, Demi Lovato",spotify:track:1zsG4eaZmkA1dvjDDsAGLK,173720,0.724,0.895,7,-3.617,1,0.0411,0.0322,0.0,0.097,0.64,96.022,4
3250,Spotlight,"Marshmello, Lil Peep",spotify:track:6VrCmhRBFnuGKmtNfk4jDs,177600,0.546,0.822,7,-4.483,1,0.151,0.0145,0.0,0.742,0.615,150.06,4
3251,Krippy Kush (feat. Travis Scott & Rvssian) - Travis Scott Remix,"Farruko, Nicki Minaj, Bad Bunny, Travis Scott, Rvssian",spotify:track:6HdVpbKJtp4EDpfli4fcOm,236953,0.741,0.679,9,-4.932,1,0.127,0.0862,0.0,0.112,0.513,163.097,4
3252,A Million Dreams,"Ziv Zaifman, Hugh Jackman, Michelle Williams",spotify:track:0RoA7ObU6phWpqhlC9zH4Z,269453,0.265,0.312,7,-11.689,1,0.0569,0.243,0.0,0.0893,0.0998,54.747,3
3253,Love Lies (with Normani),"Khalid, Normani",spotify:track:45Egmo7icyopuzJN0oMEdk,201707,0.708,0.648,6,-5.626,1,0.0449,0.0956,0.0,0.134,0.338,143.955,4
3254,Number,Alexander Oscar,spotify:track:3PzNjV3A8cRiQBUuFmtkQ7,179198,0.635,0.594,7,-5.289,0,0.0498,0.114,0.0,0.0652,0.238,159.924,4
3255,Lullaby,"Sigala, Paloma Faith",spotify:track:5xzCzOAOfRi4DOttSzvznR,204022,0.725,0.834,5,-3.913,0,0.037,0.0784,1.27e-05,0.0834,0.859,120.026,4
3256,Cigarette,"RAYE, Mabel, Stefflon Don",spotify:track:1GnfpjuZ1NUjEXSir7F8Hj,187836,0.805,0.674,2,-4.855,1,0.0677,0.0743,4.01e-05,0.139,0.534,114.992,4
3257,Like I Do,"David Guetta, Martin Garrix, Brooks",spotify:track:6RnkFd8Fqqgk1Uni8RgqCQ,202500,0.635,0.9,0,-3.719,0,0.0377,0.00664,0.0145,0.37,0.15,127.978,4
3258,The Middle,"Zedd, Maren Morris, Grey",spotify:track:2ARqIya5NAuvFVHSN3bL0m,184732,0.748,0.652,7,-3.02,1,0.058,0.208,0.0,0.128,0.431,106.914,4
3259,Reggaetón Lento (Bailemos),CNCO,spotify:track:3AEZUABDXNtecAOSC1qTfo,222560,0.761,0.838,4,-3.073,0,0.0502,0.4,0.0,0.176,0.71,93.974,4
3260,Cocky (feat. London On Da Track),"A$AP Rocky, Gucci Mane, 21 Savage, London On Da Track",spotify:track:1nO2NjuFkGaAWcMdJ1pNrp,232413,0.797,0.633,5,-4.815,1,0.238,0.223,0.0,0.109,0.577,156.015,4
3261,Kuuntele,Hätä-Miikka,spotify:track:7ljhuMPoghjMONXNrZHFZi,204400,0.556,0.728,11,-7.133,0,0.03,0.131,0.0199,0.0574,0.374,162.006,4
3262,Pornoo,SANNI,spotify:track:4jPPK0bAYawEKXVQskRU9U,225737,0.756,0.594,0,-5.653,0,0.0591,0.0352,0.0,0.0715,0.712,123.967,4
3263,Breakfast (feat. A$AP Rocky),"Jaden, A$AP Rocky",spotify:track:08GMwsvnrVZqBDE9djqAia,184598,0.47,0.78,2,-7.823,1,0.604,0.277,0.0,0.693,0.161,80.6,4
3264,I Don't Want It At All,Kim Petras,spotify:track:4qexD6ObR5nzpFJNpvQxIr,250615,0.766,0.739,6,-3.011,0,0.0835,0.105,0.0,0.084,0.751,110.018,4
3265,Powerglide (feat. Juicy J),"Rae Sremmurd, Swae Lee, Slim Jxmmi, Juicy J",spotify:track:1rgxsijloDOt1mMFKLInxT,332300,0.711,0.824,1,-4.68,0,0.146,0.016,0.0,0.121,0.571,174.018,4
3266,Never Be the Same,Camila Cabello,spotify:track:4eWQlBRaTjPPUlzacqEeoQ,226973,0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.137,0.243,129.923,4
3267,Kelpaat kelle vaan (Vain elämää kausi 7) [feat. Apocalyptica],"SANNI, Apocalyptica",spotify:track:1g5ekWqRgWCxG2vX14EFzn,203160,0.372,0.398,4,-8.975,0,0.033,0.0139,0.0237,0.0684,0.237,88.32,4
3268,Kuka muu muka,Cheek,spotify:track:1ZVkcGGkXyZrhiNy3wOAQR,222200,0.803,0.834,6,-5.311,1,0.0921,0.0721,0.0,0.106,0.841,99.963,4
3269,Rakkaus on lumivalkoinen,Suvi Teräsniska,spotify:track:0bhngi9c1n0CXIhqKaYNtF,249373,0.617,0.411,10,-7.025,0,0.0255,0.703,0.0,0.0921,0.41,78.019,4
3270,Vahinko,SANNI,spotify:track:6NZVZPUxsElLGfQPTEKMF5,240924,0.671,0.622,6,-4.869,1,0.0369,0.124,0.0,0.0925,0.241,117.004,4
3271,Ghost Of You,Selena Gomez & The Scene,spotify:track:2eW8aJXH9OSqJuw1UcPEj6,203253,0.526,0.64,1,-5.201,0,0.0393,0.687,0.0,0.049,0.227,84.822,4
3272,Mun koti ei oo täällä,Chisu,spotify:track:2OmyTvFhrEmkqSbtAgPdiD,269373,0.513,0.547,0,-7.703,0,0.0369,0.118,2.37e-05,0.279,0.337,100.066,4
3273,Surulapsi (Vain elämää kausi 7),Cheek,spotify:track:5pSSjM7U4ZIxcjdDLarOVI,188933,0.652,0.695,8,-6.967,0,0.0556,0.11,0.0,0.454,0.781,138.091,3
3274,Piha ilman sadettajaa,Zen Cafe,spotify:track:56GoBnU8VlEQxD7CX86NHA,262440,0.683,0.713,0,-6.53,0,0.0276,0.0414,0.000335,0.14,0.644,94.998,4
3275,Etenee (feat. Pete Parkkonen),"JVG, Pete Parkkonen",spotify:track:0mX0wnwM3RibBriP2sYPbQ,220280,0.748,0.691,11,-5.59,0,0.0444,0.341,0.0,0.147,0.68,127.976,4
3276,Prinsessalle,Diandra,spotify:track:1dwvNUDc61IR9cE8IlACOr,224280,0.325,0.21,2,-11.347,0,0.0299,0.899,0.000158,0.0684,0.0646,127.39,4
3277,Kaksoisolento,TUULI,spotify:track:6xN3fAZfP9WyN9gqs7OgnM,189234,0.716,0.547,1,-5.287,0,0.0297,0.0729,0.0,0.233,0.342,100.0,4
3278,Huominen on huomenna (feat. Anna Abreu),"JVG, ABREU",spotify:track:7ooHagUVhmaGGQzvPJ9xXs,221786,0.741,0.849,6,-4.094,1,0.133,0.0601,0.0,0.436,0.762,99.982,4
3279,Matkustaja,Egotrippi,spotify:track:5esJb63Nbi1LeG0v4NyKTt,241320,0.488,0.615,9,-4.377,1,0.0295,0.034,0.0,0.208,0.686,130.05,4
3280,Paha poika,Diandra,spotify:track:2tPEV1kekqG1XPyYTVjeNM,208440,0.601,0.728,1,-5.108,0,0.0646,0.0867,8.43e-06,0.272,0.635,152.003,4
3281,Pumppaa,Aste,spotify:track:7v3pxNQScxFBOkV6evkyK4,210040,0.797,0.819,11,-3.856,0,0.232,0.0374,0.0,0.144,0.485,112.04,4
3282,Happee,"Brädi, Illi",spotify:track:1o48K2U2TjjM46hVWztsU5,184253,0.799,0.933,7,-4.113,1,0.216,0.135,0.0,0.266,0.668,119.971,4
3283,That's My Girl,Fifth Harmony,spotify:track:2ACOWPLUe4A4KuQ5ioD2od,204013,0.596,0.851,5,-4.245,0,0.121,0.0358,3.19e-05,0.365,0.612,202.049,4
3284,Päällekkäin,"Ida Paul & Kalle Lindroth, Ida Paul, Kalle Lindroth",spotify:track:5zT0kpzFSaonTEXxmgk4Q2,213284,0.557,0.343,4,-9.51,0,0.0358,0.596,2.31e-06,0.32,0.367,199.89,4
3285,Erilaiset,Robin Packalen,spotify:track:1Zooe4vouCs2Wtzy89hLXn,214626,0.703,0.76,11,-5.751,0,0.0296,0.00426,0.0,0.102,0.489,110.011,4
3286,Paita Pois,Uniikki,spotify:track:4owbVmieduN5u9ZZBXhy02,194786,0.904,0.864,8,-3.139,1,0.106,0.0995,0.0,0.0466,0.727,104.781,4
3287,Trip to Your Heart,Britney Spears,spotify:track:2qbhijQG7phGVHkPt22fTP,213773,0.679,0.813,0,-5.237,1,0.295,0.0621,0.0,0.272,0.642,125.033,4
3288,Kaadutaan,"Nikke Ankara, Irina",spotify:track:7nxmy3LKlWvVNTjo7vKSi1,232888,0.709,0.814,2,-4.252,1,0.0489,0.265,0.0,0.114,0.749,93.004,4
3289,Trouble for Me,Britney Spears,spotify:track:6fbb7VBPUjqicVq9XG7s3i,199946,0.731,0.674,0,-5.599,0,0.0452,0.00613,0.0,0.369,0.305,125.938,4
3290,Ehkä ensi elämässä,Johanna Kurkela,spotify:track:4CJ1fANo7GzNVLVDh1otoG,242693,0.252,0.272,0,-11.413,0,0.042,0.66,0.00299,0.11,0.207,67.401,3
3291,"Mist sä tuut? (feat. Gracias, Paperi T, Juno, Stepa, Särre, Gasellit & Kube)","JVG, Gasellit, Gracias, Juno, Kube, Paperi T, Stepa, Särre",spotify:track:7yUIuZY8IRepbCZLI9C7oh,377933,0.845,0.868,1,-4.856,1,0.24,0.275,0.0,0.612,0.911,103.021,4
3292,Lemmikki,Nelli Matula,spotify:track:2XJWjh3lv33PaQOtH212qi,203038,0.643,0.59,4,-6.244,0,0.181,0.0218,0.0,0.0518,0.303,99.649,4
3293,Kuussa tuulee,Haloo Helsinki!,spotify:track:5zdMmHZqGHkQyfU6velIMU,245026,0.616,0.874,8,-5.975,0,0.0381,0.00509,0.00348,0.223,0.844,123.029,4
3294,Keinu (Vain elämää kausi 7),Jenni Vartiainen,spotify:track:5RLL3hPFVU3wfib1YijpvE,180975,0.655,0.746,6,-6.355,0,0.0396,0.273,0.0,0.0756,0.482,144.979,4
3295,Villi ja vitun vapaa,Petri Nygård,spotify:track:5tWk5AmzccMb4g2ktpjJNL,231373,0.663,0.697,11,-5.274,1,0.0886,0.00414,0.0,0.0909,0.793,127.953,4
3296,Up N' Down,Britney Spears,spotify:track:30pIRfkIrvI88LaXReJ6HJ,222293,0.856,0.743,4,-4.71,0,0.054,0.085,0.0,0.0739,0.833,120.006,4
3297,Drunk in Love (feat. Jay-Z),"Beyoncé, JAY-Z",spotify:track:6jG2YzhxptolDzLHTGLt7S,323480,0.583,0.621,5,-6.902,0,0.0479,0.00972,0.00106,0.181,0.399,140.036,4
3298,#Dissaa,Matias,spotify:track:1ZKNpjwhaCZmcGGvLqQi9k,209213,0.707,0.824,9,-3.852,1,0.0455,0.0165,0.0,0.101,0.517,106.033,4
3299,Vaikeeta,YOUNGHEARTED,spotify:track:5KZL8uMLL7mkxjvB8ualwF,231925,0.683,0.442,1,-8.708,0,0.0398,0.394,0.000959,0.0966,0.202,109.892,4
3300,Kylki kyljessä,Pikku G,spotify:track:4qj5Rw9KfiCSCVPldgaohs,249920,0.785,0.75,0,-5.996,1,0.154,0.339,2.73e-05,0.0478,0.837,99.986,4
3301,Ei taida tietää tyttö,Erin,spotify:track:3rL9VxLN6LzQqwOmBwOiub,208653,0.768,0.62,2,-4.702,0,0.031,0.378,1.01e-05,0.11,0.732,92.003,4
3302,Kynttilät,Aleksanteri Hakaniemi,spotify:track:1XuIfWt9IwYRzwH2yrxZtc,232973,0.741,0.702,3,-7.206,1,0.057,0.0112,0.0,0.103,0.591,113.03,4
3303,Ettei Nyt Vaan Sattuis Mitään,Nikke Ankara,spotify:track:6o6d9XguDF6aJYN6KzLU0e,186643,0.591,0.943,3,-3.138,1,0.294,0.106,0.0,0.0648,0.891,164.711,4
3304,Rakkaudesta lajiin,"Evelina, Eevil Stöö",spotify:track:11Th9fPFor8PKJy4pk6LKr,195674,0.759,0.635,7,-4.583,1,0.0518,0.287,0.0,0.113,0.54,128.015,4
3305,Ongelma,Ollie,spotify:track:6Ybla3iDI40gVVqR5bTM21,219919,0.698,0.625,7,-6.391,1,0.0354,0.276,0.000904,0.139,0.332,123.97,4
3306,Kapteeni käskee,ILARI,spotify:track:7xRfNTW18gIo14hSwR3zOf,197603,0.821,0.612,1,-4.979,1,0.0563,0.0125,1.31e-06,0.253,0.384,128.004,4
3307,Glitteri,Ellinoora,spotify:track:5cN3TZfA73ZtcOVBYg6A6h,235594,0.54,0.623,4,-7.122,1,0.0346,0.327,0.0859,0.208,0.476,94.037,4
3308,Korkki Kii,"Uniikki, Archie Cruz",spotify:track:1l250WsCkWRSCf6XPUtMjm,225867,0.654,0.757,11,-5.02,0,0.143,0.0675,0.0,0.153,0.617,164.025,4
3309,Mä hiihdän,Antti Tuisku,spotify:track:7uWTswatFFFpcrIN7pjxaw,176211,0.479,0.616,2,-5.479,0,0.067,0.0754,0.0,0.102,0.371,180.17,4
3310,Sä Et Oo Sä,Ollie,spotify:track:1tXF7sfiKLuHp6BW4q52zJ,189985,0.641,0.491,6,-5.121,0,0.0257,0.206,0.0,0.15,0.446,88.013,4
3311,iPhone Trap,Trap City,spotify:track:4Y6CcSwIrY7ks0u0QFuBpW,120921,0.759,0.958,10,-4.025,1,0.0569,0.00784,0.915,0.081,0.367,145.02,4
3312,Krusty Krab,Trap City,spotify:track:4Wh080ljzFMD6wpNDDWyac,120112,0.589,0.492,7,-6.672,1,0.401,0.511,0.269,0.663,0.957,150.302,4
3313,This Is Halloween - Trap Remix,Trap City,spotify:track:1cOnvTNgetMZE17lh7C3ri,151823,0.557,0.978,5,-3.671,0,0.515,0.0479,0.103,0.454,0.492,168.053,4
3314,Christmas Trap,"Trap City, Dopant Beats",spotify:track:3gEI16iBx9dhWyVM1gIpqV,259135,0.663,0.237,1,-16.382,1,0.0482,0.00351,0.697,0.136,0.126,126.013,4
3315,Little Einsteins,Trap City,spotify:track:6X3lJWmeFrUYYhD61V75Wz,68494,0.743,0.75,7,-6.665,1,0.33,0.163,0.0,0.561,0.752,128.159,4
3316,Thomas Theme,Thomas & Friends,spotify:track:15SgAfCwXlyxMNPFgWkAlc,30891,0.943,0.505,10,-12.124,0,0.0734,0.0793,3.84e-05,0.081,0.463,98.861,4
3317,Super Mario Bros - Original,Stryker Pose,spotify:track:4DG4um6R0wx4WrqhhACc5g,88502,0.0,0.331,0,-8.115,1,0.0,0.0321,0.917,0.0831,0.0,0.0,0
3318,"Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack",Teriyaki Boyz,spotify:track:0upFohXrGxIIAjyaJmCkMU,255946,0.757,0.892,6,-5.321,1,0.124,0.178,4.19e-05,0.0719,0.936,127.014,4
3319,You Reposted in the Wrong Neighborhood I Glue70 Mashup,Shokk,spotify:track:0hSzixwdKTfDQewDKq2cP5,196642,0.805,0.643,10,-13.912,1,0.232,0.41,0.0,0.606,0.927,104.047,4
3320,Shooting Stars,Bag Raiders,spotify:track:7tOcPDj3vyopZ404pY6UuP,227026,0.664,0.717,11,-5.699,1,0.0391,0.0528,0.000348,0.138,0.555,124.989,4
3321,Ultimate,Denzel Curry,spotify:track:5QxxIhXt7E8yR3F7U9ajiV,189974,0.488,0.826,6,-3.11,0,0.305,0.0949,3.26e-06,0.246,0.762,112.65,4
3322,Oh Yeah - Remastered 2005,Yello,spotify:track:1iOHLlEsMbgJfYBFWy4TjG,185043,0.748,0.907,6,-7.844,1,0.0611,0.0038,0.812,0.041,0.769,132.61,4
3323,Grandpa's Space Ship,Logic,spotify:track:3atCD3dVosUsd3KM2yzfeC,122093,0.719,0.167,1,-18.942,1,0.889,0.266,0.0,0.152,0.161,119.082,5
3324,Zombie,Bad Wolves,spotify:track:1vNoA9F5ASnlBISFekDmg3,254805,0.448,0.826,2,-3.244,0,0.0319,0.00756,0.0,0.117,0.19,77.093,4
3325,City Boy,Calpurnia,spotify:track:7gZ31tLr8IUW2rAO44outL,203506,0.639,0.923,4,-3.781,1,0.0364,0.192,3.15e-05,0.113,0.601,115.032,4
3326,My Life,"ZHU, Tame Impala",spotify:track:2NDZ6i6UfOUSKgFiTQKbnv,294351,0.744,0.562,0,-7.89,0,0.0378,0.227,0.0898,0.103,0.161,109.981,4
3327,Sanctify,Years & Years,spotify:track:7gbpozqwdFoqvv19BTk2hu,189815,0.667,0.624,1,-5.527,1,0.0688,0.0152,2.05e-05,0.296,0.19,101.96,4
3328,Black (feat. A$AP Ferg),"Buddy, A$AP Ferg",spotify:track:5We8lGFNpA1IkHAfIJU9XM,234306,0.881,0.658,11,-6.845,0,0.403,0.38,0.0,0.0936,0.836,155.989,4
3329,The Few Things,JP Saxe,spotify:track:4T5tKuQBjol779cYZyL9D2,244354,0.536,0.322,7,-12.834,1,0.0621,0.601,2.26e-05,0.113,0.236,135.5,4
